,songs,song_num
1010,Lovers on the Sun (feat. Sam Martin),1010
1011,Ella Quiere Beber - Remix,1011
1012,La Mejor Versión de Mi - Remix,1012
1013,Manicomio,1013
1014,Barquito,1014
1015,18 Años,1015
1016,Guaya Guaya,1016
1017,Pégate Más,1017
1018,Salió El Sol,1018
1019,Aguinaldo Antillano,1019
1020,Salsa Y Control,1020
1021,Lluvia con Nieve,1021
1022,Loco Pero Feliz,1022
1023,Chan Chan,1023
1024,Charrupi,1024
1025,La Banda (Tributo A Hector Lavoe),1025
1026,El Hombre Increible,1026
1027,Si No Te Quieres Tu,1027
1028,Foundation,1028
1029,Anacaona,1029
1030,Guararé,1030
1031,La Murga,1031
1032,El Animal,1032
1033,Te Seduce,1033
1034,Dale Lo Que Lleva (with Maykel Fonts),1034
1035,Dos Gardenias,1035
1036,Sonando el Tambor,1036
1037,God Save The Queen,1037
1038,Worker s Song,1038
1039,Country Roads,1039
1040,Drunken Lullabies,1040
1041,Viva La Revolution,1041
1042,Six Pack,1042
1043,Alternative Ulster,1043
1044,De Camino a La Vereda,1044
1045,Pueblo Nuevo,1045
1046,El Cuarto de Tula,1046
1047,Mi Desengaño,1047
1048,Soledad,1048
1049,Am I Demon,1049
1050,Punk Rock Girl,1050
1051,Cough/Cool,1051
1052,Police Truck,1052
1053,Sailin  On,1053
1054,En Barranquilla Me Quedo,1054
1055,Tu Loco Loco Y Yo Tranquilo,1055
1056,Cachondea,1056
1057,Something I Learned Today,1057
1058,Bullet,1058
1059,Don t Want to Know If You Are Lonely,1059
1060,"In A Lose, Lose Situation",1060
1061,"In A Win, Win Situation",1061
1062,Collapse,1062
1063,Gotas De Lluvia,1063
1064,Invierno en Primavera,1064
1065,¿Y Tú Qué Has Hecho?,1065
1066,Veinte Años,1066
1067,Cali Ají,1067
1068,El Cantante,1068
1069,Ella Baila Sola,1069
1070,No Sigue Modas,1070
1071,Me pones tierno,1071
1072,Amarte bien - feat. Juan Magán Remix,1072
1073,Si No Te Quisiera,1073
1074,Vuelve,1074
1075,Tentándome,1075
1076,Hola Mami,1076
1077,No Digas Nada (Déjà Vu),1077
1078,Dandole - Remix,1078
1079,Me Voy Enamorando - Remix,1079
1080,Buscándote,1080
1081,Parrandero,1081
1082,Abolish Government/Silent Majority,1082
1083,We Are 138,1083
1084,El Día De Mi Suerte,1084
1085,Deixa A Vida Me Levar,1085
1086,Apesar De Você,1086
1087,Yamulemau,1087
1088,Qué Pena Me Da,1088
1089,Ah Caraj (Aquí Que Pasó),1089
1090,Over the Rainbow,1090
1091,Coisinha do Pai,1091
1092,Acreditar - Ao VIvo,1092
1093,Tristeza,1093
1094,O Que É o Que É? - Ao Vivo,1094
1095,Ô Isaura - Ao Vivo,1095
1096,Mineirinho / Sai da Minha Aba (Bicão) - Ao Vivo,1096
1097,Sua Mãe Vai Me Amar,1097
1098,Clear The Air,1098
1099,Sloop John B.,1099
1100,She s Got The Look,1100
1101,Es Válido,1101
1102,Seventeener (17th and 37th),1102
1103,...And We Thought That Nation-States Were a Bad Idea,1103
1104,Quiet Storm,1104
1105,Triste Y Vacía,1105
1106,Todo Tiene Su Final,1106
1107,Periódico De Ayer,1107
1108,Vamos a Gozar,1108
1109,Mala Mujer,1109
1110,Mi China Colombiana,1110
1111,Pensar,1111
1112,Hips Don t Lie (feat. Wyclef Jean),1112
1113,La Tortura (feat. Alejandro Sanz),1113
1114,"Whenever, Wherever",1114
1115,La Bicicleta,1115
1116,Loca (feat. El Cata),1116
1117,Rabiosa (feat. Pitbull),1117
1118,Addicted to You,1118
1119,Chantaje (feat. Maluma),1119
1120,Hawái,1120
1121,Clandestino,1121
1122,Unfollow,1122
1123,Delincuente,1123
1124,Ojos Que No Ven,1124
1125,Mi Declaración (feat. Timbaland & Sid),1125
1126,How I Like It,1126
1127,Marinero,1127
1128,Condena,1128
1129,Pobrecita,1129
1130,El Ratón,1130
1131,Todo De Ti,1131
1132,Imperio,1132
1133,Muy Feliz,1133
1134,Travesuras - Remix,1134
1135,Sal y Perrea,1135
1136,Las Nenas (feat. La Duraca),1136
1137,No Se Da Cuenta,1137
1138,"A Mi También ft. Alvaro Diaz, Feid",1138
1139,Alguien Más,1139
1140,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",1140
1141,A Tu Merced,1141
1142,De Buena,1142
1143,PURRITO APA,1143
1144,Cumbia A La Gente,1144
1145,Despeinada,1145
1146,Feliz Con Verte,1146
1147,512,1147
1148,Fan de Tus Fotos,1148
1149,Mi Niña,1149
1150,Delicioso EQSEP,1150
1151,Mi tesoro (feat. Nicky Jam),1151
1152,La Tóxica (feat. Jay Wheeler & Tempo) - Remix,1152
1153,De Cora <3,1153
1154,Pronto,1154
1155,El Efecto,1155
1156,AM,1156
1157,Algo Mágico,1157
1158,Dembow,1158
1159,Bandido,1159
1160,En La Cama (feat. Daddy Yankee),1160
1161,Y si tu quieres,1161
1162,Candela,1162
1163,Murmullo,1163
1164,Everything Turns Grey,1164
1165,Minor Threat,1165
1166,Anny s Boogaloo,1166
1167,La Pantera Mambo,1167
1168,Que Rico Boogaloo,1168
1169,Suelta el Bongo,1169
1170,La Película,1170
1171,La Vida Se Pasa a Mil,1171
1172,"O Que É, O Que É - Ao Vivo",1172
1173,Domingo - Ao Vivo,1173
1174,Deixa Acontecer,1174
1175,Morango do Nordeste,1175
1176,Desafio - Ao Vivo,1176
1177,Vem Sambar / Pagode Safado / De Descer - Ao Vivo,1177
1178,Pau Que Nasce Torto / Melo Do Tchan - Medley,1178
1179,Ciúme de Você,1179
1180,María Caipirinha (with Dj Dero),1180
1181,Si Me Tomo Una Cerveza,1181
1182,Fondo de Bikini,1182
1183,Yonaguni,1183
1184,La Llevo Al Cielo,1184
1185,"Gitana (feat. Jeis, Pao Alvarado & Charly Romero)",1185
1186,BICHOTA,1186
1187,Girls & Boys,1187
1188,Good Day,1188
1189,Por Eso Vine,1189
1190,Tal Vez,1190
1191,Adan y Eva,1191
1192,Te Amo,1192
1193,Nena Maldición (feat. Lenny Tavárez),1193
1194,Chica Paranormal,1194
1195,Contando Lunares (feat. Cruz Cafuné),1195
1196,Como Mario,1196
1197,No Dijeron Nada,1197
1198,C90,1198
1199,Puntos Suspensivos,1199
1200,Por Mil Noches,1200
1201,Dragon Ball Rap,1201
1202,Fie$ta,1202
1203,Hay Siempre un Sentimiento Muerto en un Corazón Roto,1203
1204,Vou Festejar,1204
1205,El Tornillo de Guillo,1205
1206,Manuela,1206
1207,Baltimore,1207
1208,Good News,1208
1209,A Long Time,1209
1210,Sky and Sand,1210
1211,Someone Told Me - Commentary,1211
1212,Someone Told Me,1212
1213,Instant Crush (feat. Julian Casablancas),1213
1214,Around the World,1214
1215,"Harder, Better, Faster, Stronger",1215
1216,Lose Yourself to Dance (feat. Pharrell Williams),1216
1217,Within,1217
1218,Digital Love,1218
1219,Veridis Quo,1219
1220,One More Time,1220
1221,The Walk,1221
1222,Lady - Hear Me Tonight,1222
1223,Dreams - 2004 Remaster,1223
1224,Breezin ,1224
1225,Maria Maria (feat. The Product G&B),1225
1226,Don t Send Me Away,1226
1227,1 9 9 9,1227
1228,Renegades,1228
1229,Still Can t Sleep - re-mastered,1229
1230,Cold Little Heart - Radio Edit,1230
1231,Fuentes de Ortiz,1231
1232,No Puedo,1232
1233,Demasiado Loco,1233
1234,Forever Alone,1234
1235,Cumbia Sobre el Mar - El Búho Remix,1235
1236,Xica Xica,1236
1237,Praise You (Purple Disco Machine Remix) - Radio Edit,1237
1238,Pumped Up Kicks,1238
1239,Georgy Porgy,1239
1240,Give Me the Night,1240
1241,Living In A Ghost Town,1241
1242,Cuando Te Besé,1242
1243,Show Me The Way,1243
1244,Fly Me to the Moon,1244
1245,Buzzin ,1245
1246,Sola,1246
1247,My God Has A Telephone,1247
1248,Witchoo,1248
1249,Smile,1249
1250,Only You,1250
1251,Guilty,1251
1252,Thinking of You,1252
1253,Ain t Got No,1253
1254,Scar Tissue,1254
1255,Snow (Hey Oh),1255
1256,Waiting On A Friend,1256
1257,Stolen Dance,1257
1258,Watch Out Now,1258
1259,Cool Kids,1259
1260,The Animal and the Machine,1260
1261,Don t Skate On My Ramp,1261
1262,Friends  Til the End,1262
1263,Never Look Back,1263
1264,Restless Anger,1264
1265,Ray,1265
1266,Can I Borrow Some Ambition?,1266
1267,E20 Norr,1267
1268,El Amante,1268
1269,Carnaval,1269
1270,Papaoutai,1270
1271,Alors On Danse - DubDogz Remix,1271
1272,Tous les mêmes,1272
1273,Ta fête,1273
1274,ave cesaria,1274
1275,Formidable,1275
1276,carmen,1276
1277,Alors on Danse (Remix Edit) [feat. Kayne West & Gilbere Forte],1277
1278,Alors on danse - Radio Edit,1278
1279,The Sun - Klingande Remix Radio Edit,1279
1280,Aristocrate,1280
1281,Magic in the Air (feat. Ahmed Chawki),1281
1282,Wati by Night,1282
1283,Alors On Danse - Extended Mix,1283
1284,Techno toujours pareil,1284
1285,Moulaga,1285
1286,Tu es fou,1286
1287,Fireball (feat. Broken Back),1287
1288,Les lacs du Connemara,1288
1289,Le cassoulet - Myd Remix,1289
1290,Bout de bois,1290
1291,Salam Aleykoum,1291
1292,Les fleurs,1292
1293,Fall Apart,1293
1294,Master Celebrator,1294
1295,Eat the One Percent,1295
1296,Callousness,1296
1297,United Cigar,1297
1298,Celestial Q&A,1298
1299,Precariat,1299
1300,Girl In The Green Jacket,1300
1301,Lost,1301
1302,A.D.D.,1302
1303,Road to Nowhere - 2005 Remaster,1303
1304,Burning Down the House,1304
1305,Silbando,1305
1306,Colegiala,1306
1307,Don t Worry About the Government,1307
1308,La flaca,1308
1309,A Lo Cubano,1309
1310,Agua,1310
1311,Felicidad,1311
1312,Caraluna,1312
1313,El lado oscuro,1313
1314,La primavera trompetera,1314
1315,Eso Que Tú Me Das,1315
1316,Psycho Killer - 2005 Remaster,1316
1317,This Must Be the Place (Naive Melody) - 2005 Remaster,1317
1318,Once in a Lifetime - 2005 Remaster,1318
1319,Take Me to the River - 2005 Remaster,1319
1320,And She Was - 2005 Remaster,1320
1321,Slippery People - Live,1321
1322,Sugar on My Tongue - 2005 Remaster,1322
1323,Artists Only - Live,1323
1324,Mil Horas,1324
1325,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)",1325
1326,Linda Nena,1326
1327,A Patricia,1327
1328,El Milagro Verde,1328
1329,Para Elisa,1329
1330,Elsa,1330
1331,Me Robaron Mi Runa Mula,1331
1332,Constelación,1332
1333,El Diablo,1333
1334,La Pastorcita,1334
1335,Ojos Color Sol (feat. Silvio Rodríguez),1335
1336,No Hay Nadie Como Tú (feat. Café Tacuba),1336
1337,Sonido Amazonico,1337
1338,Lamento Del Yacuruna,1338
1339,Como Un Ave,1339
1340,El Hueleguiso,1340
1341,La Flaca,1341
1342,Grita,1342
1343,Disappear,1343
1344,Last Caress,1344
1345,For My Family,1345
1346,In The Doorway - C.I. Recording 1978,1346
1347,Waiting Room,1347
1348,Human Fly,1348
1349,I m The One,1349
1350,Some Kinda Hate,1350
1351,Hall of Mirrors,1351
1352,Descending Angel,1352
1353,We Are All We Have,1353
1354,Search and Destroy - Iggy Pop Mix,1354
1355,No Eyes - Radio Edit,1355
1356,Strange,1356
1357,Ghostly,1357
1358,Que He Sacado Con Quererte,1358
1359,Deseándote,1359
1360,Corazon De Acero,1360
1361,Esta Noche Es La Noche,1361
1362,"Oiga, Mire, Vea",1362
1363,La Ventanita,1363
1364,La Bilirrubina,1364
1365,Ven Devórame Otra Vez,1365
1366,Llorarás,1366
1367,Procura,1367
1368,Burbujas de Amor,1368
1369,Siento,1369
1370,La Rueda,1370
1371,Mi Cuerpo No Esta Hecho De Metal,1371
1372,Ryo,1372
1373,Trauma - Joachim Pastor Remix,1373
1374,Tú Con Él,1374
1375,Flight Sound,1375
1376,Me Gustas Tu,1376
1377,Mi Vida,1377
1378,Desaparecido,1378
1379,Bongo Bong,1379
1380,Welcome to Tijuana,1380
1381,Je ne t aime plus,1381
1382,Mr Bobby,1382
1383,Mentira,1383
1384,Is This Love,1384
1385,"No Woman, No Cry - Live At The Lyceum, London/1975",1385
1386,Could You Be Loved,1386
1387,Three Little Birds,1387
1388,Buffalo Soldier,1388
1389,"Get Up, Stand Up",1389
1390,Stir It Up,1390
1391,Easy Skanking,1391
1392,One Love / People Get Ready - Medley,1392
1393,Redemption Song,1393
1394,Satisfy My Soul,1394
1395,Jamming,1395
1396,Killing Me Softly With His Song,1396
1397,Sun Is Shining,1397
1398,Chase The Devil,1398
1399,Pressure Drop,1399
1400,Princesas,1400
1401,Bebo (de bar en peor),1401
1402,Memories,1402
1403,Sweet Dreams (Are Made of This) - Remastered,1403
1404,Take on Me,1404
1405,Personal Jesus - Single Version,1405
1406,Sexcrime (Nineteen Eighty-Four),1406
1407,Beds Are Burning - Remastered,1407
1408,Relax,1408
1409,Video Killed The Radio Star,1409
1410,Just Can t Get Enough,1410
1411,Here Comes the Rain Again - Remastered Version,1411
1412,The Man Who Sold the World,1412
1413,I Want Candy - Re-Recorded,1413
1414,One Step Beyond - 2009 - Remaster,1414
1415,Call Me,1415
1416,Sweet Dreams (Are Made of This),1416
1417,Roxanne,1417
1418,Dancing With Myself,1418
1419,Karma Chameleon - Remastered 2002,1419
1420,Thorn in My Side - Remastered,1420
1421,Heart Of Glass - Special Mix,1421
1422,Venus,1422
1423,Message In A Bottle,1423
1424,Weird Science,1424
1425,There Must Be an Angel (Playing with My Heart),1425
1426,Shadow On The Wall,1426
1427,Walk Like an Egyptian,1427
1428,Maria,1428
1429,That s the Way (I Like It),1429
1430,Stay,1430
1431,Sisters Are Doin  It for Themselves - Remastered Version,1431
1432,The Safety Dance,1432
1433,AM Remix,1433
1434,Manana Tepotzlan,1434
1435,Mirando El Fuego,1435
1436,Corazon de Rubi,1436
1437,Bleu de lune (El Buho Remix),1437
1438,Cinder,1438
1439,Sueño en Paraguay - El Búho Remix,1439
1440,Tecolotin,1440
1441,Njishe - El Buho Sunset Mix,1441
1442,Antofagasta de la Sierra - El Búho Nocturnal Remix,1442
1443,Vidita - El Búho Remix,1443
1444,Sundance - El Búho Remix,1444
1445,Danza del Viento - El Búho Remix,1445
1446,Mi Corazón - El Búho Remix,1446
1447,Amaotayku Avelino Sinani - El Buho Remix,1447
1448,Humano - El Búho Remix,1448
1449,Arka - El Buho Remix,1449
1450,Shibren - El Búho Remix,1450
1451,Barú - El Búho Remix,1451
1452,Pura Flor (El Búho Remix),1452
1453,Abuelo Jaguar (El Búho Remix),1453
1454,Aurora (El Búho Remix),1454
1455,Picaflorcita - El Búho Remix,1455
1456,Madre de Luz (El Búho Remix),1456
1457,Gente Mariposa (El Búho Remix),1457
1458,Corazón de Rubí (El Búho Remix),1458
1459,Chucum - Nicola Cruz Remix,1459
1460,Unparalleled (El Búho Remix),1460
1461,Bound to Each Other (El Búho Remix),1461
1462,Inmortales - El Búho Remix,1462
1463,Cantarina (Voz de las Montañas) (El Búho Remix),1463
1464,Don t Be Afraid (feat. Jungle) - Nicola Cruz Remix,1464
1465,Cumbia del Olvido,1465
1466,Alala - El Búho Remix,1466
1467,3roos Elneel - El Búho Remix,1467
1468,Njishe - El Búho Remix,1468
1469,Añoranza en las Yungas - El Búho Remix,1469
1470,Kitazawa - El Búho Remix,1470
1471,What Have You Been Doing Kasia - El Búho Remix,1471
1472,Lluvia - El Buho Remix,1472
1473,Antofagasta de la Sierra - El Búho Remix,1473
1474,A2 - El Buho Remix,1474
1475,Kai - El Buho Remix,1475
1476,Camino Largo - El Búho Remix,1476
1477,Él No Te Da,1477
1478,To My Love - Tainy Remix,1478
1479,El Taxi (feat. Sensato & Osmani Garcia),1479
1480,Na Rúa (Remix),1480
1481,Commandante - El Búho Remix,1481
1482,Dejemos al Menos Cantos (El Búho Remix),1482
1483,Lombriz - El Buho Remix,1483
1484,Happiness Is a Side Effect - El Buho Remix,1484
1485,Memoria - El Buho Remix,1485
1486,Tango Del Fuego,1486
1487,Louxor J adore,1487
1488,Marcia Baïla,1488
1489,Je danse le Mia,1489
1490,L aventurier,1490
1491,À cause des garçons - Tepr Remix,1491
1492,papaoutai - Liam Summers Remix,1492
1493,Ambiance à l africaine,1493
1494,Lambé An Dro,1494
1495,Sur la planche 2013,1495
1496,Le vent nous portera,1496
1497,bâtard,1497
1498,Fuego,1498
1499,I ve Got The World On A String,1499
1500,PIENSO EN TU MIRÁ - Cap.3: Celos,1500
1501,RENIEGO - Cap.5: Lamento,1501
1502,BAGDAD - Cap.7: Liturgia,1502
1503,DI MI NOMBRE - Cap.8: Éxtasis,1503
1504,MALDICIÓN - Cap.10: Cordura,1504
1505,Love Is A Losing Game,1505
1506,Tears Dry On Their Own,1506
1507,"Apparently, I m a ""P.C. Fascist""",1507
1508,Tertium Non Datur,1508
1509,Mate Ka Moris Ukun Rasik An,1509
1510,Do it now,1510
1511,Mentiras,1511
1512,Kill what you feel,1512
1513,Fuck this,1513
1514,Drop dead,1514
1515,Time is now,1515
1516,Cant silence us now,1516
1517,Waiting,1517
1518,Centro Di Gravità Permanente - Remastered,1518
1519,Soy Yo,1519
1520,Fulanito,1520
1521,Guallando,1521
1522,Lady,1522
1523,Rechazame,1523
1524,50/50,1524
1525,Promise (feat. Usher),1525
1526,Don t Wait Up,1526
1527,Loba,1527
1528,Perro Fiel (feat. Nicky Jam),1528
1529,Corazón (feat. Nego do Borel),1529
1530,Perfecta,1530
1531,Felices los 4 (feat. Marc Anthony) - Salsa Version,1531
1532,Wake Me Up,1532
1533,Hey Brother,1533
1534,Levels - Radio Edit,1534
1535,SOS (feat. Aloe Blacc),1535
1536,Lonely Together (feat. Rita Ora),1536
1537,Heaven,1537
1538,The Nights,1538
1539,My Way,1539
1540,Taste The Feeling (Avicii Vs. Conrad Sewell),1540
1541,Scream & Shout,1541
1542,Feel This Moment (feat. Christina Aguilera),1542
1543,Rise,1543
1544,Urban Struggle,1544
1545,I m Not A Punk,1545
1546,Material Boy,1546
1547,I Was a Pre-Teen Mccarthyist,1547
1548,Grudge,1548
1549,Note To Self,1549
1550,The Slowest Drink at the Saddest Bar on the Snowiest Day in the Greatest City,1550
1551,Cobra Skullifornia,1551
1552,Fred s Got Slacks,1552
1553,Lipstick,1553
1554,Simple Song,1554
1555,One More Minute,1555
1556,Resuscitation of the Year,1556
1557,Activated,1557
1558,Cobracoustic,1558
1559,Hope (feat. Ty Dolla $ign),1559
1560,Promises,1560
1561,KK (feat. Project Pat & Juicy J),1561
1562,House in the Hills (feat. Curren$y),1562
1563,Raw,1563
1564,Stayin out All Night,1564
1565,The Sleaze,1565
1566,So High (feat. Ghost Loft),1566
1567,Still Down (feat. Chevy Woods & Ty Dolla $ign),1567
1568,No Gain,1568
1569,True Colors (feat. Nicki Minaj),1569
1570,You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign),1570
1571,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",1571
1572,MAFIOSA,1572
1573,DELITO,1573
1574,Adventures in Zoochosis,1574
1575,Parents,1575
1576,Broken,1576
1577,Hang My Head,1577
1578,I Wanna Die in Los Angeles,1578
1579,Duck Pond,1579
1580,Because I Got High,1580
1581,Because I Got High (The Positive Remix) - Bonus Track,1581
1582,Up in Smoke,1582
1583,Without You (feat. Sandro Cavazza),1583
1584,To My Love,1584
1585,Somos Dos,1585
1586,Conexión Total,1586
1587,Playa Grande,1587
1588,Sobredosis (feat. Ozuna),1588
1589,Caminando por la vida,1589
1590,No me crees (feat. Javier Ojeda),1590
1591,Quiero tener tu presencia,1591
1592,La Camisa Negra,1592
1593,Soldadito marinero,1593
1594,Peter Pan,1594
1595,La Disco Resplandece,1595
1596,"El Flow De La Cucaracha ""La Cucaracha"" (feat. DJ Ricky)",1596
1597,Angel,1597
1598,Papi Chulo... Te Traigo El Mmmm - Radio Version,1598
1599,Como Yo Le Doy,1599
1600,La Botella,1600
1601,Menina Se Prepara,1601
1602,Amor pa  mí,1602
1603,Yo Voy Ganao,1603
1604,Kingston Town,1604
1605,El Pescador,1605
1606,La fiesta,1606
1607,537 C U B A,1607
1608,Viene de Mi,1608
1609,I Wish You Were Here,1609
1610,Tum Rakak,1610
1611,Ma il cielo è sempre più blu,1611
1612,A la par del amor,1612
1613,Buen rollito,1613
1614,Mala Vida,1614
1615,Che strano amore questo amore,1615
1616,Okay Okay - Remastered,1616
1617,Mopedbart,1617
1618,Trocitos de Madera,1618
1619,Tomber la chemise,1619
1620,Strangers In The Night,1620
1621,Un Beso Y Una Flor,1621
1622,La Cucaracha,1622
1623,Banankontakt,1623
1624,Salsa Tequila,1624
1625,El Taxi - Radio Mix,1625
1626,Tus Huellas,1626
1627,Low Battery,1627
1628,Loco,1628
1629,Fútbol & Rumba (feat. Enrique Iglesias),1629
1630,Gata Fiera (feat. Joan),1630
1631,La Guitarra,1631
1632,Mala Mía,1632
1633,Que Calor,1633
1634,Represent,1634
1635,Out of Time Man,1635
1636,Et ta mère,1636
1637,Motivic Retrograde,1637
1638,Carolina - En directo 2000,1638
1639,Ya Nada Volvera a Ser Como Antes,1639
